ó^Ç¶ÇΩèdóvìx,0.110000,0.210000,0.100000,0.200000,0.090000,0.190000,0.080000,0.180000,0.070000,0.170000,0.060000,0.160000,0.050000,0.150000,0.040000,0.140000,1.000000,

é¿çsâÒêî,wL[0],wR[0],wL[1],wR[1],wL[2],wR[2],wL[3],wR[3],wL[4],wR[4],wL[5],wR[5],wL[6],wR[6],wL[7],wR[7],ãÊä‘ïùÇÃëçòa
116,0.077264, 0.226144,0.100395, 0.225473,0.000001, 0.254922,0.077264, 0.212873,0.079729, 0.199861,0.043655, 0.147564,0.000001, 0.200790,0.033609, 0.120455,1.176164
117,0.086542, 0.163451,0.075930, 0.177473,0.097848, 0.168458,0.024348, 0.253402,0.053340, 0.187495,0.107364, 0.251782,0.052169, 0.131741,0.000001, 0.168656,1.004916
118,0.096525, 0.223382,0.000001, 0.279833,0.066637, 0.224400,0.085435, 0.251741,0.051057, 0.160708,0.054489, 0.163835,0.017197, 0.159682,0.000001, 0.165077,1.257315
119,0.110053, 0.164038,0.094075, 0.229573,0.068523, 0.143250,0.048942, 0.226353,0.137045, 0.241296,0.039301, 0.196291,0.038438, 0.137045,0.030961, 0.094818,0.865326
120,0.105966, 0.260757,0.061735, 0.212221,0.129973, 0.171224,0.031657, 0.248372,0.060413, 0.150598,0.078894, 0.204752,0.000001, 0.111933,0.035793, 0.135712,0.991137
121,0.057640, 0.269420,0.000373, 0.316556,0.015802, 0.214656,0.000001, 0.278817,0.035621, 0.128872,0.057163, 0.214655,0.066315, 0.164494,0.000001, 0.179612,1.534165
122,0.088264, 0.308613,0.071673, 0.236940,0.099219, 0.211907,0.057245, 0.179604,0.051435, 0.106524,0.018772, 0.201058,0.000001, 0.189140,0.068160, 0.111444,1.090462
123,0.055681, 0.222750,0.080897, 0.258029,0.019182, 0.286796,0.047900, 0.195190,0.041464, 0.215974,0.097453, 0.144184,0.070193, 0.123958,0.000001, 0.140349,1.174460
124,0.105104, 0.174592,0.092071, 0.246354,0.059116, 0.263306,0.000588, 0.236022,0.000001, 0.315794,0.025473, 0.167818,0.000001, 0.147274,0.051503, 0.114982,1.332286
125,0.102757, 0.273389,0.036925, 0.317315,0.062938, 0.180551,0.088390, 0.175039,0.065857, 0.126926,0.000001, 0.224909,0.000655, 0.178126,0.034506, 0.131714,1.215939
126,0.079292, 0.150821,0.019462, 0.281940,0.072242, 0.266455,0.016555, 0.285355,0.000001, 0.219893,0.000001, 0.216497,0.056271, 0.148372,0.041137, 0.145706,1.430080
127,0.095913, 0.345133,0.095913, 0.212667,0.095913, 0.095913,0.052064, 0.216904,0.018602, 0.191827,0.045758, 0.154283,0.095913, 0.095913,0.000001, 0.187280,0.999842
128,0.059382, 0.268286,0.074689, 0.306670,0.003343, 0.209061,0.060172, 0.274078,0.047754, 0.184123,0.024749, 0.205093,0.048291, 0.109441,0.029528, 0.095340,1.304185
129,0.119198, 0.155892,0.117231, 0.198579,0.065252, 0.155892,0.064505, 0.157200,0.111038, 0.135730,0.012542, 0.183214,0.035778, 0.271459,0.064768, 0.151722,0.819374
130,0.066821, 0.242316,0.080961, 0.231021,0.093485, 0.253970,0.062556, 0.181808,0.026648, 0.148909,0.000001, 0.280453,0.014659, 0.186970,0.000001, 0.129423,1.309738
131,0.149864, 0.158246,0.089156, 0.192443,0.080685, 0.263470,0.062436, 0.194592,0.000001, 0.203063,0.000001, 0.189019,0.015521, 0.248732,0.040680, 0.112091,1.123309
132,0.074021, 0.295720,0.102895, 0.192826,0.045139, 0.228677,0.082316, 0.232755,0.005065, 0.157536,0.047667, 0.188490,0.038889, 0.163952,0.000001, 0.144052,1.208015
133,0.092082, 0.226947,0.034090, 0.282063,0.000001, 0.221024,0.122309, 0.244371,0.040021, 0.099087,0.059332, 0.204539,0.012507, 0.171967,0.003164, 0.186496,1.272988
