ó^Ç¶ÇΩèdóvìx,0.130000,0.230000,0.120000,0.220000,0.110000,0.210000,0.090000,0.190000,0.080000,0.180000,0.070000,0.170000,0.050000,0.150000,1.000000,

é¿çsâÒêî,wL[0],wR[0],wL[1],wR[1],wL[2],wR[2],wL[3],wR[3],wL[4],wR[4],wL[5],wR[5],wL[6],wR[6],ãÊä‘ïùÇÃëçòa
129,0.154528, 0.154528,0.162776, 0.162776,0.182425, 0.182425,0.166147, 0.166147,0.121628, 0.121628,0.133835, 0.133835,0.078661, 0.078661,0.000000
130,0.212968, 0.212968,0.190603, 0.190603,0.148129, 0.148129,0.118616, 0.118616,0.149542, 0.149542,0.102172, 0.102172,0.077971, 0.077971,0.000000
131,0.144459, 0.144459,0.192386, 0.192386,0.183283, 0.183283,0.154987, 0.154987,0.136411, 0.136411,0.110766, 0.110766,0.077707, 0.077707,0.000000
132,0.134423, 0.134423,0.192075, 0.192075,0.134033, 0.134033,0.171892, 0.171892,0.150055, 0.150055,0.115273, 0.115273,0.102250, 0.102250,0.000000
133,0.146972, 0.146972,0.218805, 0.218805,0.173274, 0.173274,0.111166, 0.111166,0.149351, 0.149351,0.107491, 0.107491,0.092940, 0.092940,0.000000
134,0.196038, 0.196038,0.137139, 0.137139,0.115826, 0.115826,0.182739, 0.182739,0.126909, 0.126909,0.118235, 0.118235,0.123113, 0.123113,0.000000
135,0.180946, 0.180946,0.194278, 0.194278,0.147637, 0.147637,0.130957, 0.130957,0.151854, 0.151854,0.132609, 0.132609,0.061720, 0.061720,0.000000
136,0.221994, 0.221994,0.129999, 0.129999,0.132865, 0.132865,0.150222, 0.150222,0.133038, 0.133038,0.120838, 0.120838,0.111044, 0.111044,0.000000
137,0.187791, 0.187791,0.213862, 0.213862,0.173522, 0.173522,0.131033, 0.131033,0.136689, 0.136689,0.072863, 0.072863,0.084239, 0.084239,0.000000
138,0.172523, 0.172523,0.198725, 0.198725,0.134602, 0.134602,0.140281, 0.140281,0.125759, 0.125759,0.115493, 0.115493,0.112617, 0.112617,0.000000
139,0.200437, 0.200437,0.169928, 0.169928,0.158253, 0.158253,0.124175, 0.124175,0.129944, 0.129944,0.149691, 0.149691,0.067572, 0.067572,0.000000
140,0.134623, 0.134623,0.153071, 0.153071,0.211634, 0.211634,0.100078, 0.100078,0.152886, 0.152886,0.127959, 0.127959,0.119749, 0.119749,0.000000
141,0.188639, 0.188639,0.173300, 0.173300,0.167720, 0.167720,0.110836, 0.110836,0.143098, 0.143098,0.104513, 0.104513,0.111894, 0.111894,0.000000
142,0.163053, 0.163053,0.149379, 0.149379,0.165270, 0.165270,0.143503, 0.143503,0.160290, 0.160290,0.117273, 0.117273,0.101232, 0.101232,0.000000
143,0.183410, 0.183410,0.194137, 0.194137,0.159282, 0.159282,0.172540, 0.172540,0.090864, 0.090864,0.093675, 0.093675,0.106091, 0.106091,0.000000
