ó^Ç¶ÇΩèdóvìx,0.140000,0.220000,0.120000,0.220000,0.100000,0.220000,0.070000,0.210000,0.070000,0.190000,0.070000,0.170000,0.060000,0.140000,1.000000,

é¿çsâÒêî,wL[0],wR[0],wL[1],wR[1],wL[2],wR[2],wL[3],wR[3],wL[4],wR[4],wL[5],wR[5],wL[6],wR[6],ãÊä‘ïùÇÃëçòa
123,0.162046, 0.162046,0.204267, 0.204267,0.183918, 0.183918,0.123576, 0.123576,0.128371, 0.128371,0.094721, 0.094721,0.103101, 0.103101,0.000000
124,0.233520, 0.233520,0.161684, 0.161684,0.138521, 0.138521,0.120220, 0.120220,0.109244, 0.109244,0.115473, 0.115473,0.121337, 0.121337,0.000000
125,0.171251, 0.171251,0.167003, 0.167003,0.161602, 0.161602,0.124063, 0.124063,0.121514, 0.121514,0.153140, 0.153140,0.101426, 0.101426,0.000000
126,0.220168, 0.220168,0.163565, 0.163565,0.181566, 0.181566,0.106929, 0.106929,0.112843, 0.112843,0.102363, 0.102363,0.112565, 0.112565,0.000000
127,0.177494, 0.177494,0.177938, 0.177938,0.153909, 0.153909,0.139215, 0.139215,0.129176, 0.129176,0.132626, 0.132626,0.089642, 0.089642,0.000000
128,0.189318, 0.189318,0.123463, 0.123463,0.139912, 0.139912,0.149152, 0.149152,0.144027, 0.144027,0.120715, 0.120715,0.133413, 0.133413,0.000000
129,0.199164, 0.199164,0.204950, 0.204950,0.113752, 0.113752,0.110339, 0.110339,0.113752, 0.113752,0.155566, 0.155566,0.102475, 0.102475,0.000000
130,0.213691, 0.213691,0.162156, 0.162156,0.145425, 0.145425,0.174847, 0.174847,0.134646, 0.134646,0.091519, 0.091519,0.077716, 0.077716,0.000000
131,0.183836, 0.183836,0.132036, 0.132036,0.182333, 0.182333,0.115275, 0.115275,0.132629, 0.132629,0.127059, 0.127059,0.126831, 0.126831,0.000000
132,0.187190, 0.187190,0.243234, 0.243234,0.118238, 0.118238,0.133580, 0.133580,0.145309, 0.145309,0.087012, 0.087012,0.085436, 0.085436,0.000000
133,0.199208, 0.199208,0.219370, 0.219370,0.131216, 0.131216,0.117343, 0.117343,0.104280, 0.104280,0.125380, 0.125380,0.103202, 0.103202,0.000000
134,0.173605, 0.173605,0.181223, 0.181223,0.169310, 0.169310,0.119161, 0.119161,0.118463, 0.118463,0.153325, 0.153325,0.084913, 0.084913,0.000000
135,0.184032, 0.184032,0.198462, 0.198462,0.138737, 0.138737,0.154320, 0.154320,0.136133, 0.136133,0.110122, 0.110122,0.078194, 0.078194,0.000000
136,0.184245, 0.184245,0.156008, 0.156008,0.178008, 0.178008,0.153987, 0.153987,0.128705, 0.128705,0.120039, 0.120039,0.079008, 0.079008,0.000000
137,0.163188, 0.163188,0.177080, 0.177080,0.134141, 0.134141,0.178332, 0.178332,0.132776, 0.132776,0.100521, 0.100521,0.113962, 0.113962,0.000000
138,0.142269, 0.142269,0.201094, 0.201094,0.175736, 0.175736,0.128844, 0.128844,0.120359, 0.120359,0.155016, 0.155016,0.076681, 0.076681,0.000000
139,0.177914, 0.177914,0.153866, 0.153866,0.197429, 0.197429,0.127849, 0.127849,0.105254, 0.105254,0.143392, 0.143392,0.094296, 0.094296,0.000000
140,0.188638, 0.188638,0.251647, 0.251647,0.119686, 0.119686,0.127472, 0.127472,0.115872, 0.115872,0.076215, 0.076215,0.120469, 0.120469,0.000000
141,0.153590, 0.153590,0.206806, 0.206806,0.121988, 0.121988,0.134564, 0.134564,0.128858, 0.128858,0.126903, 0.126903,0.127291, 0.127291,0.000000
142,0.148544, 0.148544,0.174745, 0.174745,0.134779, 0.134779,0.128051, 0.128051,0.125069, 0.125069,0.145126, 0.145126,0.143686, 0.143686,0.000000
143,0.211318, 0.211318,0.115408, 0.115408,0.142459, 0.142459,0.130295, 0.130295,0.138914, 0.138914,0.141642, 0.141642,0.119965, 0.119965,0.000000
144,0.199283, 0.199283,0.150922, 0.150922,0.153198, 0.153198,0.127075, 0.127075,0.138026, 0.138026,0.127668, 0.127668,0.103827, 0.103827,0.000000
145,0.205579, 0.205579,0.218549, 0.218549,0.144297, 0.144297,0.133500, 0.133500,0.098699, 0.098699,0.101295, 0.101295,0.098080, 0.098080,0.000000
146,0.188282, 0.188282,0.174303, 0.174303,0.212223, 0.212223,0.098541, 0.098541,0.114943, 0.114943,0.097429, 0.097429,0.114279, 0.114279,0.000000
147,0.196894, 0.196894,0.151350, 0.151350,0.148469, 0.148469,0.138454, 0.138454,0.162691, 0.162691,0.125832, 0.125832,0.076311, 0.076311,0.000000
148,0.192271, 0.192271,0.172606, 0.172606,0.132486, 0.132486,0.171469, 0.171469,0.143093, 0.143093,0.111487, 0.111487,0.076589, 0.076589,0.000000
149,0.213208, 0.213208,0.229057, 0.229057,0.155445, 0.155445,0.138588, 0.138588,0.078439, 0.078439,0.120615, 0.120615,0.064647, 0.064647,0.000000
150,0.143622, 0.143622,0.180316, 0.180316,0.211885, 0.211885,0.102293, 0.102293,0.124255, 0.124255,0.109669, 0.109669,0.127960, 0.127960,0.000000
151,0.207084, 0.207084,0.203394, 0.203394,0.172909, 0.172909,0.127123, 0.127123,0.145318, 0.145318,0.081844, 0.081844,0.062329, 0.062329,0.000000
152,0.184508, 0.184508,0.156571, 0.156571,0.184672, 0.184672,0.097444, 0.097444,0.119416, 0.119416,0.131409, 0.131409,0.125980, 0.125980,0.000000
