é¿çsâÒêî,P_1,P_2,P_3,P_4,P_5,P_6,ïΩãœ,
255,0.770822,0.654247,0.554919,0.842344,0.274298,0.255008,0.558606, 
256,0.110594,0.316200,0.226356,0.608063,0.286299,0.264082,0.301932, 
257,0.831068,0.022156,0.812572,0.696593,0.790624,0.913704,0.677786, 
258,0.044498,0.424142,0.484713,0.585370,0.527686,0.675770,0.457030, 
259,0.490805,0.596721,0.460385,0.886601,0.765519,0.514154,0.619031, 
260,0.339744,0.471567,0.505692,0.345331,0.679656,0.218859,0.426808, 
261,0.526015,0.117800,0.900346,0.885066,0.217767,0.697498,0.557415, 
262,0.478723,0.571945,0.554576,0.258270,0.686173,0.563017,0.518784, 
263,0.262679,0.488762,0.718388,0.451315,0.036444,0.585039,0.423771, 
264,0.086126,0.736885,0.733681,0.474761,0.790230,0.682034,0.583953, 
265,0.076890,0.737799,0.929210,0.383480,0.196295,0.119453,0.407188, 
266,0.573107,0.677768,0.476288,0.796624,0.337936,0.370042,0.538627, 
267,0.378001,0.499605,0.090144,0.436636,0.664168,0.471105,0.423277, 
268,0.741073,0.613689,0.624572,0.308243,0.908832,0.542928,0.623223, 
269,0.102079,0.607209,0.501347,0.175828,0.200324,0.350108,0.322816, 
270,0.317274,0.604973,0.432651,0.806589,0.955985,0.403058,0.586755, 
271,0.000000,0.578899,0.487960,0.537160,0.404897,0.056536,0.344242, 
272,0.890847,0.000000,0.777492,0.483528,0.194706,0.568033,0.485768, 
273,0.492650,0.490803,0.705450,0.599138,0.884176,0.524208,0.616071, 
274,0.492055,0.303707,0.504358,0.654839,0.691069,0.612701,0.543121, 
275,0.225829,0.378767,0.327822,0.914042,0.534235,0.271315,0.442002, 
276,0.778671,0.570589,0.778904,0.657131,0.777575,0.441460,0.667388, 
277,0.503017,0.837224,0.216187,0.199487,0.657626,0.302450,0.452665, 
278,0.000000,0.061660,0.029074,0.493411,0.414589,0.534715,0.255575, 
279,0.385040,0.559942,0.165017,0.473828,0.279971,0.161836,0.337606, 
280,0.501452,0.143654,0.435196,0.425248,0.512032,0.866876,0.480743, 
281,0.610501,0.092207,0.450156,0.370509,0.299186,0.516973,0.389922, 
282,0.400560,0.280238,0.648421,0.828843,0.222359,0.669039,0.508243, 
283,0.514879,0.453190,0.818977,0.322117,0.813892,0.388227,0.551880, 
284,0.694485,0.147481,0.677847,0.123148,0.501345,0.307429,0.408622, 
285,0.610152,0.450122,0.576920,0.592950,0.159056,0.455207,0.474068, 
286,0.662435,0.592568,0.758920,0.662935,0.886772,0.781907,0.724256, 
287,0.464747,0.086181,0.809705,0.614221,0.195610,0.280816,0.408547, 
288,0.577392,0.755396,0.679706,0.394658,0.672445,0.827346,0.651157, 
289,0.131724,0.749122,0.633198,0.329609,0.512114,0.555406,0.485195, 
290,0.737445,0.623478,0.657150,0.486681,0.563680,0.656948,0.620897, 
291,0.578315,0.424672,0.397199,0.374379,0.556904,0.458196,0.464944, 
292,0.335756,0.272199,0.740284,0.442846,0.558056,0.476473,0.470936, 
293,0.469742,0.434839,0.775948,0.532931,0.778998,0.234365,0.537804, 
294,0.101693,0.375251,0.034119,0.650253,0.314536,0.346904,0.303793, 
295,0.000000,0.535116,0.873955,0.592285,0.708024,0.244287,0.492278, 
296,0.484371,0.784120,0.792675,0.951490,0.970951,0.033382,0.669498, 
297,0.200884,0.580923,0.678508,0.687704,0.637328,0.492540,0.546315, 
298,0.403222,0.670822,0.537088,0.404267,0.734194,0.714680,0.577379, 
299,0.398302,0.134627,0.720606,0.516095,0.560554,0.537272,0.477909, 
300,0.504723,0.881517,0.297641,0.345200,0.839495,0.733575,0.600359, 
301,0.419446,0.387431,0.448868,0.187974,0.712124,0.557257,0.452183, 
302,0.091121,0.401043,0.784326,0.514843,0.571956,0.423723,0.464502, 
303,0.592866,0.655130,0.780692,0.876219,0.582113,0.129916,0.602823, 
304,0.438024,0.272632,0.540411,0.687934,0.661361,0.585151,0.530919, 
305,0.365532,0.865740,0.553187,0.440387,0.348295,0.531786,0.517488, 
306,0.757547,0.640504,0.447721,0.814543,0.760149,0.518332,0.656466, 
307,0.135458,0.702675,0.773051,0.124701,0.174875,0.359671,0.378405, 
308,0.634248,0.208690,0.643975,0.285182,0.691478,0.328714,0.465381, 
309,0.746919,0.358372,0.691284,0.639802,0.479930,0.542940,0.576541, 
310,0.191581,0.723478,0.428780,0.427686,0.894565,0.174701,0.473465, 
311,0.340257,0.822169,0.734809,0.671219,0.195757,0.379817,0.524005, 
312,0.459289,0.655582,0.772924,0.596391,0.840304,0.350251,0.612457, 
313,0.000000,0.000000,0.240544,0.419083,0.340783,0.769874,0.295047, 
314,0.000000,0.419572,0.627397,0.243608,0.341052,0.465218,0.349474, 
315,0.000000,0.000000,0.589000,0.231084,0.658773,0.628746,0.351267, 
316,0.000000,0.665089,0.515405,0.211940,0.703595,0.911604,0.501272, 
317,0.295959,0.000000,0.401810,0.404254,0.425527,0.567924,0.349246, 
318,0.061293,0.259320,0.666407,0.111329,0.644664,0.613511,0.392754, 
319,0.795379,0.672048,0.389675,0.535016,0.540029,0.151948,0.514016, 
320,0.224373,0.639296,0.500911,0.418849,0.647933,0.809820,0.540197, 
321,0.832273,0.000000,0.689596,0.923241,0.639179,0.274038,0.559721, 
322,0.000000,0.911219,0.513591,0.635606,0.733434,0.725752,0.586600, 
323,0.046025,0.115694,0.082639,0.860165,0.901110,0.567168,0.428800, 
