ó^Ç¶ÇΩèdóvìx,0.100000,0.220000,0.100000,0.200000,0.100000,0.180000,0.100000,0.160000,0.090000,0.150000,0.070000,0.150000,0.050000,0.150000,0.030000,0.150000,1.000000,

é¿çsâÒêî,wL[0],wR[0],wL[1],wR[1],wL[2],wR[2],wL[3],wR[3],wL[4],wR[4],wL[5],wR[5],wL[6],wR[6],wL[7],wR[7],ãÊä‘ïùÇÃëçòa
120,0.093174, 0.153492,0.110436, 0.218546,0.059385, 0.180231,0.104538, 0.221766,0.079777, 0.167853,0.093174, 0.160436,0.042566, 0.152775,0.030039, 0.131811,0.773819
121,0.135198, 0.189546,0.129245, 0.182817,0.056430, 0.184677,0.083224, 0.175895,0.067599, 0.169943,0.045066, 0.184677,0.045066, 0.124223,0.055483, 0.170912,0.765380
122,0.128904, 0.228847,0.106177, 0.154472,0.106177, 0.200154,0.091397, 0.135589,0.106177, 0.146802,0.106177, 0.154472,0.045698, 0.129064,0.030065, 0.129826,0.558455
123,0.043970, 0.197707,0.175882, 0.215812,0.087941, 0.208079,0.098358, 0.208079,0.087941, 0.138288,0.087941, 0.136552,0.029314, 0.126544,0.031050, 0.126544,0.715209
124,0.065060, 0.153731,0.130120, 0.167881,0.130120, 0.167881,0.130120, 0.165276,0.130120, 0.167881,0.065060, 0.153731,0.045978, 0.148586,0.032530, 0.145925,0.541783
125,0.120102, 0.199784,0.120102, 0.223222,0.094990, 0.142981,0.094990, 0.146143,0.120102, 0.155189,0.106709, 0.145399,0.042824, 0.138970,0.053354, 0.095139,0.493655
126,0.116075, 0.166791,0.125003, 0.250205,0.125003, 0.169121,0.078187, 0.157556,0.116075, 0.170347,0.062502, 0.157556,0.032476, 0.101916,0.023086, 0.148101,0.643184
127,0.078007, 0.205746,0.132204, 0.181683,0.132204, 0.178632,0.099153, 0.160477,0.075030, 0.167124,0.063126, 0.119152,0.050020, 0.163454,0.033051, 0.160939,0.674414
128,0.056213, 0.180169,0.133003, 0.185747,0.074652, 0.174075,0.139101, 0.192672,0.077884, 0.180172,0.078231, 0.173267,0.036300, 0.121909,0.032330, 0.164274,0.744572
129,0.165799, 0.224789,0.092899, 0.208290,0.054749, 0.191593,0.089081, 0.147692,0.089081, 0.141446,0.051744, 0.144371,0.046230, 0.192466,0.030548, 0.129224,0.759738
130,0.122965, 0.208756,0.090527, 0.158378,0.151495, 0.209975,0.100662, 0.185754,0.067127, 0.172615,0.055745, 0.151886,0.044898, 0.150843,0.022298, 0.106076,0.688568
131,0.069904, 0.159907,0.123142, 0.190340,0.123142, 0.164809,0.068950, 0.159907,0.081281, 0.150920,0.051873, 0.185289,0.089804, 0.159253,0.061571, 0.159907,0.660665
132,0.094288, 0.162172,0.068775, 0.242701,0.121350, 0.209409,0.106526, 0.174260,0.057628, 0.161983,0.072084, 0.151877,0.052912, 0.146756,0.037468, 0.139810,0.777936
133,0.121087, 0.201939,0.082532, 0.184856,0.069268, 0.191850,0.091907, 0.157285,0.079935, 0.178095,0.071595, 0.145913,0.064543, 0.181536,0.026438, 0.151221,0.785391
134,0.101361, 0.214145,0.055803, 0.173384,0.072589, 0.192572,0.124267, 0.202722,0.079241, 0.167392,0.088554, 0.155654,0.052827, 0.162087,0.030939, 0.126463,0.788838
135,0.079303, 0.143842,0.130828, 0.182912,0.130828, 0.203336,0.112592, 0.164482,0.091830, 0.165551,0.065850, 0.142422,0.040135, 0.156690,0.032707, 0.156690,0.631852
