ó^Ç¶ÇΩèdóvìx,0.095000,0.225000,0.090000,0.210000,0.085000,0.195000,0.080000,0.180000,0.075000,0.165000,0.070000,0.150000,0.065000,0.135000,0.060000,0.120000,1.000000,

é¿çsâÒêî,wL[0],wR[0],wL[1],wR[1],wL[2],wR[2],wL[3],wR[3],wL[4],wR[4],wL[5],wR[5],wL[6],wR[6],wL[7],wR[7],ãÊä‘ïùÇÃëçòa
121,0.173693, 0.209630,0.096221, 0.190738,0.166117, 0.205890,0.050194, 0.127018,0.086846, 0.124694,0.061685, 0.187365,0.044986, 0.117643,0.043423, 0.113856,0.553668
122,0.078733, 0.211015,0.095091, 0.184480,0.060418, 0.192028,0.069804, 0.192028,0.077869, 0.181275,0.069804, 0.184480,0.051912, 0.143386,0.069804, 0.137873,0.853130
123,0.051769, 0.213969,0.065494, 0.155600,0.077508, 0.172654,0.109207, 0.193392,0.099592, 0.239248,0.059812, 0.108972,0.099592, 0.163027,0.037324, 0.152839,0.799405
124,0.106556, 0.233864,0.105821, 0.151276,0.058592, 0.213113,0.101654, 0.149571,0.105821, 0.160935,0.059160, 0.145295,0.064842, 0.145295,0.052910, 0.145295,0.689284
125,0.097666, 0.213691,0.186810, 0.234263,0.096877, 0.155498,0.066302, 0.135387,0.054120, 0.141191,0.049994, 0.198884,0.060286, 0.115725,0.054392, 0.138913,0.667105
126,0.055675, 0.168202,0.092561, 0.240196,0.108379, 0.184254,0.077434, 0.193454,0.050054, 0.136616,0.058718, 0.167732,0.068129, 0.164311,0.067935, 0.166350,0.842231
127,0.064444, 0.193910,0.161718, 0.227938,0.085667, 0.159873,0.107559, 0.163412,0.060591, 0.183648,0.061592, 0.155629,0.046025, 0.125989,0.060591, 0.141413,0.703627
128,0.055902, 0.140648,0.121600, 0.233677,0.116838, 0.218578,0.077892, 0.129045,0.038946, 0.127890,0.098872, 0.142351,0.098872, 0.150009,0.098872, 0.150009,0.584410
129,0.098170, 0.201101,0.080759, 0.200060,0.089613, 0.160030,0.093780, 0.158690,0.073765, 0.145565,0.130863, 0.211220,0.063408, 0.137530,0.050015, 0.105432,0.639256
130,0.106943, 0.219070,0.088618, 0.155774,0.105529, 0.191941,0.105529, 0.177729,0.076671, 0.145137,0.063980, 0.141943,0.058279, 0.154694,0.053471, 0.154694,0.681962
131,0.161070, 0.204901,0.097986, 0.170366,0.097986, 0.178431,0.080535, 0.169806,0.148973, 0.182575,0.051002, 0.113430,0.054474, 0.117873,0.057162, 0.113430,0.501624
132,0.144718, 0.180432,0.123739, 0.174297,0.075930, 0.165551,0.133354, 0.172694,0.075930, 0.154187,0.075930, 0.144572,0.050620, 0.107180,0.066677, 0.154187,0.506202
133,0.083821, 0.134417,0.141985, 0.198893,0.070992, 0.187380,0.058875, 0.163724,0.083821, 0.144353,0.092750, 0.173235,0.083821, 0.194429,0.055349, 0.132155,0.657168
134,0.121521, 0.218918,0.092792, 0.152316,0.085848, 0.189397,0.085439, 0.207644,0.092792, 0.163188,0.061589, 0.162593,0.039859, 0.156448,0.043483, 0.126171,0.753349
135,0.161933, 0.202987,0.151698, 0.198825,0.086481, 0.137940,0.086481, 0.179288,0.052143, 0.109671,0.040104, 0.120265,0.075849, 0.179288,0.044002, 0.173044,0.602616
